IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00228150,29,293,206,205,84,75,44,59,60,27488.151658767772,277725.1184834123,195260.66350710898,194312.7962085308,79620.85308056872,71090.04739336493,41706.16113744076,55924.17061611375,56872.037914691944,79.33
IPI00115085,40,9,17,14,9,29,13,23,18,232558.13953488372,52325.58139534884,98837.20930232557,81395.34883720931,52325.58139534884,168604.6511627907,75581.3953488372,133720.93023255814,104651.16279069768,53.07
IPI00473176,3,2,2,4,2,3,1,3,6,115384.61538461539,76923.07692307692,76923.07692307692,153846.15384615384,76923.07692307692,115384.61538461539,38461.53846153846,115384.61538461539,230769.23076923078,50.29
IPI00323971,5,2,6,6,1,10,10,50,35,40000.0,16000.0,48000.0,48000.0,8000.0,80000.0,80000.0,400000.0,280000.0,121.84
IPI00114801,11,2,8,4,7,4,7,3,2,229166.66666666666,41666.666666666664,166666.66666666666,83333.33333333333,145833.33333333334,83333.33333333333,145833.33333333334,62500.0,41666.666666666664,57.79
IPI00312067,6,17,42,2,2,12,14,13,14,49180.32786885246,139344.26229508195,344262.2950819672,16393.44262295082,16393.44262295082,98360.65573770492,114754.09836065574,106557.37704918032,114754.09836065574,88.38
IPI00128358,1,2,6,1,5,5,3,1,1,40000.0,80000.0,240000.0,40000.0,200000.0,200000.0,120000.0,40000.0,40000.0,73.73
IPI00380394,3,1,2,4,6,3,8,6,12,66666.66666666667,22222.222222222223,44444.444444444445,88888.88888888889,133333.33333333334,66666.66666666667,177777.77777777778,133333.33333333334,266666.6666666667,68.56
IPI00128880,20,5,11,12,18,13,46,19,62,97087.3786407767,24271.844660194176,53398.05825242718,58252.42718446602,87378.64077669903,63106.796116504855,223300.97087378643,92233.00970873787,300970.87378640776,81.57
IPI00409936,85,34,96,53,66,119,112,118,188,97588.97818599311,39035.591274397244,110218.14006888634,60849.598163031,75774.97129735936,136624.56946039037,128587.83008036739,135476.4638346728,215843.8576349024,46.84
IPI00626994,5,1,4,5,6,8,9,10,10,86206.89655172414,17241.379310344826,68965.5172413793,86206.89655172414,103448.27586206897,137931.0344827586,155172.41379310345,172413.7931034483,172413.7931034483,47.26
IPI00331444,69,36,48,35,60,70,56,94,67,128971.96261682242,67289.71962616823,89719.62616822429,65420.56074766354,112149.53271028037,130841.12149532708,104672.89719626169,175700.93457943926,125233.64485981308,31.16
IPI00130158,32,34,29,35,30,52,25,46,35,100628.93081761007,106918.2389937107,91194.96855345911,110062.89308176101,94339.62264150944,163522.01257861636,78616.35220125786,144654.08805031446,110062.89308176101,24.1
IPI00467447,36,120,129,313,35,475,191,453,151,18917.498686284816,63058.328954282704,67787.70362585392,164477.14135575408,18392.01261166579,249605.88544403572,100367.84025223332,238045.19180241722,79348.3972674724,78.3
IPI00406193,16,3,5,129,159,29,121,53,51,28268.551236749117,5300.3533568904595,8833.9222614841,227915.19434628976,280918.72791519435,51236.749116607774,213780.91872791518,93639.57597173145,90106.0070671378,93.24
IPI00124412,2,1,5,9,5,15,12,11,4,31250.0,15625.0,78125.0,140625.0,78125.0,234375.0,187500.0,171875.0,62500.0,67.97
IPI00329986,1,1,3,10,4,2,1,2,5,34482.75862068965,34482.75862068965,103448.27586206897,344827.5862068966,137931.0344827586,68965.5172413793,34482.75862068965,68965.5172413793,172413.7931034483,90.18
IPI00110578,17,2,6,13,6,5,1,3,8,278688.5245901639,32786.88524590164,98360.65573770492,213114.75409836063,98360.65573770492,81967.2131147541,16393.44262295082,49180.32786885246,131147.54098360657,77.29
IPI00165849,15,14,19,14,18,27,7,21,13,101351.35135135136,94594.5945945946,128378.37837837837,94594.5945945946,121621.62162162163,182432.43243243243,47297.2972972973,141891.8918918919,87837.83783783784,34.41
IPI00757372,13,29,16,34,39,13,24,15,24,62801.93236714976,140096.61835748793,77294.68599033816,164251.20772946862,188405.79710144928,62801.93236714976,115942.02898550725,72463.76811594203,115942.02898550725,41.48
IPI00119886,18,17,10,15,3,16,20,33,52,97826.08695652174,92391.30434782608,54347.82608695652,81521.73913043478,16304.347826086956,86956.52173913043,108695.65217391304,179347.8260869565,282608.6956521739,69.91
IPI00466371,11,50,36,80,14,102,14,51,21,29023.746701846965,131926.12137203166,94986.80738786279,211081.79419525067,36939.31398416887,269129.2875989446,36939.31398416887,134564.6437994723,55408.970976253295,76.0
IPI00227969,4,24,29,63,6,64,36,18,6,16000.0,96000.0,116000.0,252000.0,24000.0,256000.0,144000.0,72000.0,24000.0,82.93
IPI00331413,5,3,6,6,2,8,6,4,4,113636.36363636363,68181.81818181818,136363.63636363635,136363.63636363635,45454.545454545456,181818.18181818182,136363.63636363635,90909.09090909091,90909.09090909091,37.5
IPI00120245,25,2,22,41,19,56,6,8,19,126262.62626262628,10101.010101010103,111111.11111111111,207070.70707070708,95959.59595959596,282828.2828282828,30303.030303030304,40404.04040404041,95959.59595959596,78.66
IPI00132474,22,42,58,84,42,184,33,65,27,39497.30700179533,75403.94973070017,104129.26391382406,150807.89946140035,75403.94973070017,330341.1131059246,59245.960502693,116696.58886894076,48473.96768402154,80.5
IPI00129434,2,3,1,6,2,12,1,2,3,62500.0,93750.0,31250.0,187500.0,62500.0,375000.0,31250.0,62500.0,93750.0,98.55
IPI00322867,3,24,59,38,53,51,7,20,29,10563.38028169014,84507.04225352113,207746.47887323945,133802.81690140843,186619.71830985916,179577.4647887324,24647.88732394366,70422.5352112676,102112.67605633804,63.86
IPI00678003,32,16,20,44,31,25,20,37,50,116363.63636363637,58181.818181818184,72727.27272727272,160000.0,112727.27272727274,90909.09090909091,72727.27272727272,134545.45454545456,181818.18181818182,37.82
IPI00117630,321,145,17,71,30,26,13,50,95,417968.75,188802.08333333334,22135.416666666668,92447.91666666667,39062.5,33854.166666666664,16927.083333333332,65104.16666666667,123697.91666666667,115.07
IPI00129356,89,23,16,3,6,32,2,17,10,449494.9494949495,116161.61616161616,80808.08080808082,15151.515151515152,30303.030303030304,161616.16161616164,10101.010101010103,85858.58585858585,50505.0505050505,122.52
IPI00471246,30,32,44,56,38,32,21,15,22,103448.27586206897,110344.8275862069,151724.1379310345,193103.44827586206,131034.4827586207,110344.8275862069,72413.79310344828,51724.137931034486,75862.06896551725,39.1
IPI00126078,3,6,5,4,8,40,3,31,2,29411.764705882353,58823.529411764706,49019.60784313725,39215.686274509804,78431.37254901961,392156.862745098,29411.764705882353,303921.56862745096,19607.843137254902,123.53
IPI00229475,11,16,47,19,53,65,33,4,3,43824.701195219124,63745.01992031872,187250.99601593625,75697.21115537849,211155.3784860558,258964.14342629482,131474.10358565737,15936.25498007968,11952.191235059761,81.12
IPI00469103,32,27,32,31,28,38,48,63,50,91690.54441260744,77363.89684813753,91690.54441260744,88825.21489971346,80229.22636103153,108882.52148997135,137535.81661891117,180515.7593123209,143266.47564469912,31.66
IPI00421206,22,9,11,11,6,22,5,31,11,171875.0,70312.5,85937.5,85937.5,46875.0,171875.0,39062.5,242187.5,85937.5,61.58
IPI00115317,2,1,5,12,9,11,13,11,5,28985.507246376812,14492.753623188406,72463.76811594203,173913.04347826086,130434.78260869565,159420.28985507245,188405.79710144928,159420.28985507245,72463.76811594203,58.7
IPI00462934,45,29,11,22,36,65,33,106,68,108433.73493975904,69879.51807228917,26506.024096385543,53012.048192771086,86746.98795180723,156626.5060240964,79518.07228915663,255421.68674698795,163855.421686747,63.25
IPI00876559,5,3,1,7,2,4,2,5,3,156250.0,93750.0,31250.0,218750.0,62500.0,125000.0,62500.0,156250.0,93750.0,52.83
IPI00111639,1,3,23,7,11,33,8,7,6,10101.010101010103,30303.030303030304,232323.2323232323,70707.0707070707,111111.11111111111,333333.3333333333,80808.08080808082,70707.0707070707,60606.06060606061,94.15
IPI00761751,3,19,11,46,71,71,99,26,74,7142.857142857142,45238.09523809524,26190.47619047619,109523.80952380953,169047.61904761905,169047.61904761905,235714.2857142857,61904.76190476191,176190.4761904762,72.04
IPI00130390,20,1,13,10,5,13,8,4,14,227272.72727272726,11363.636363636364,147727.27272727274,113636.36363636363,56818.181818181816,147727.27272727274,90909.09090909091,45454.545454545456,159090.9090909091,60.46
IPI00407144,15,3,7,9,1,7,6,3,10,245901.63934426228,49180.32786885246,114754.09836065574,147540.98360655736,16393.44262295082,114754.09836065574,98360.65573770492,49180.32786885246,163934.4262295082,62.93
IPI00454081,99,5,7,8,16,6,66,1,37,404081.63265306124,20408.16326530612,28571.42857142857,32653.0612244898,65306.1224489796,24489.795918367345,269387.7551020408,4081.632653061225,151020.40816326533,125.16
IPI00109420,51,7,18,16,15,18,15,9,18,305389.2215568863,41916.167664670655,107784.43113772455,95808.38323353294,89820.35928143712,107784.43113772455,89820.35928143712,53892.21556886227,107784.43113772455,68.97
IPI00124954,55,31,60,68,39,107,60,26,56,109561.75298804781,61752.988047808765,119521.91235059762,135458.16733067727,77689.24302788844,213147.41035856574,119521.91235059762,51792.828685258966,111553.78486055776,42.95
IPI00555125,11,7,15,14,11,22,8,9,11,101851.85185185184,64814.81481481481,138888.8888888889,129629.62962962962,101851.85185185184,203703.70370370368,74074.07407407407,83333.33333333333,101851.85185185184,37.96
IPI00120089,7,1,5,15,7,21,6,3,7,97222.22222222222,13888.888888888889,69444.44444444445,208333.33333333334,97222.22222222222,291666.6666666667,83333.33333333333,41666.666666666664,97222.22222222222,77.56
IPI00308333,22,3,3,22,7,14,1,16,6,234042.55319148937,31914.893617021273,31914.893617021273,234042.55319148937,74468.08510638298,148936.17021276595,10638.297872340425,170212.7659574468,63829.787234042546,78.82
IPI00114958,2,28,43,14,21,31,4,9,16,11904.761904761905,166666.66666666666,255952.38095238092,83333.33333333333,125000.0,184523.80952380953,23809.52380952381,53571.428571428565,95238.09523809524,72.17
IPI00311329,8,3,6,3,2,7,3,11,10,150943.3962264151,56603.77358490566,113207.54716981133,56603.77358490566,37735.84905660377,132075.4716981132,56603.77358490566,207547.16981132075,188679.24528301888,56.6
IPI00230429,2,1,2,4,1,3,4,7,7,64516.12903225806,32258.06451612903,64516.12903225806,129032.25806451612,32258.06451612903,96774.19354838709,129032.25806451612,225806.4516129032,225806.4516129032,66.7
IPI00129792,11,5,7,5,3,19,8,15,25,112244.89795918367,51020.40816326531,71428.57142857142,51020.40816326531,30612.244897959183,193877.55102040817,81632.65306122448,153061.22448979592,255102.04081632654,67.87
IPI00323881,78,55,48,54,50,79,38,110,112,125000.0,88141.02564102564,76923.07692307692,86538.46153846153,80128.20512820514,126602.5641025641,60897.4358974359,176282.05128205128,179487.1794871795,39.15
IPI00113248,19,3,1,10,9,16,2,7,9,250000.0,39473.68421052631,13157.894736842105,131578.94736842104,118421.05263157895,210526.31578947368,26315.78947368421,92105.26315789473,118421.05263157895,72.54
IPI00625729,32,25,36,29,25,24,39,28,30,119402.98507462686,93283.58208955225,134328.35820895524,108208.95522388059,93283.58208955225,89552.23880597015,145522.3880597015,104477.6119402985,111940.29850746269,17.27
IPI00755181,93,64,109,96,87,108,95,49,71,120466.32124352331,82901.55440414508,141191.70984455958,124352.33160621762,112694.30051813471,139896.3730569948,123056.99481865285,63471.502590673575,91968.91191709843,23.75
IPI00227140,33,65,43,26,77,32,40,16,29,91412.74238227146,180055.40166204987,119113.57340720222,72022.16066481995,213296.39889196676,88642.6592797784,110803.32409972299,44321.3296398892,80332.40997229917,48.35
IPI00828528,16,11,14,9,19,11,7,2,12,158415.84158415842,108910.8910891089,138613.86138613863,89108.91089108911,188118.81188118813,108910.8910891089,69306.93069306931,19801.980198019803,118811.8811881188,44.5
IPI00225378,16,20,27,26,26,13,13,9,22,93023.25581395348,116279.06976744186,156976.7441860465,151162.7906976744,151162.7906976744,75581.3953488372,75581.3953488372,52325.58139534884,127906.97674418605,34.75
IPI00131209,13,20,19,16,25,19,16,4,11,90909.09090909091,139860.13986013987,132867.13286713287,111888.11188811189,174825.17482517482,132867.13286713287,111888.11188811189,27972.027972027972,76923.07692307692,38.08
IPI00230365,10,28,8,5,38,4,9,2,5,91743.11926605504,256880.73394495415,73394.49541284404,45871.55963302752,348623.8532110092,36697.24770642202,82568.80733944954,18348.62385321101,45871.55963302752,102.09
IPI00112947,35,42,49,36,44,59,59,19,47,89743.58974358975,107692.3076923077,125641.02564102564,92307.69230769231,112820.51282051283,151282.05128205128,151282.05128205128,48717.94871794872,120512.82051282052,28.89
IPI00463282,21,14,22,21,25,15,20,11,16,127272.72727272726,84848.48484848485,133333.33333333334,127272.72727272726,151515.15151515152,90909.09090909091,121212.12121212122,66666.66666666667,96969.69696969698,24.7
IPI00622240,16,13,14,16,16,10,17,9,13,129032.25806451612,104838.70967741936,112903.2258064516,129032.25806451612,129032.25806451612,80645.16129032258,137096.77419354836,72580.64516129033,104838.70967741936,20.46
IPI00135197,11,8,9,7,11,5,18,2,7,141025.64102564103,102564.10256410256,115384.61538461539,89743.58974358975,141025.64102564103,64102.564102564094,230769.23076923078,25641.02564102564,89743.58974358975,51.92
IPI00420316,8,13,8,2,18,2,16,2,6,106666.66666666667,173333.33333333334,106666.66666666667,26666.666666666668,240000.0,26666.666666666668,213333.33333333334,26666.666666666668,80000.0,73.48
IPI00468696,11,16,14,14,17,11,10,3,13,100917.43119266056,146788.9908256881,128440.36697247707,128440.36697247707,155963.3027522936,100917.43119266056,91743.11926605504,27522.935779816515,119266.05504587157,34.16
IPI00139301,34,33,31,37,53,32,37,14,40,109324.75884244373,106109.32475884244,99678.45659163987,118971.0610932476,170418.00643086815,102893.89067524116,118971.0610932476,45016.07717041801,128617.36334405144,29.41
IPI00131366,47,57,55,34,74,45,56,28,48,105855.85585585586,128378.37837837837,123873.87387387388,76576.57657657657,166666.66666666666,101351.35135135136,126126.12612612611,63063.063063063055,108108.10810810812,27.38
IPI00346834,16,13,16,10,12,13,16,8,15,134453.78151260503,109243.6974789916,134453.78151260503,84033.61344537816,100840.33613445378,109243.6974789916,134453.78151260503,67226.89075630251,126050.42016806723,21.65
IPI00462140,29,25,31,19,30,27,23,22,22,127192.98245614035,109649.12280701754,135964.91228070177,83333.33333333333,131578.94736842104,118421.05263157895,100877.19298245614,96491.22807017544,96491.22807017544,16.39
IPI00124499,77,79,79,70,106,60,82,36,76,115789.47368421052,118796.99248120301,118796.99248120301,105263.15789473684,159398.49624060153,90225.56390977443,123308.27067669173,54135.338345864664,114285.71428571428,25.35
IPI00122559,45,7,73,23,12,69,64,28,10,135951.66163141993,21148.036253776438,220543.80664652569,69486.40483383686,36253.77643504532,208459.21450151058,193353.4743202417,84592.14501510575,30211.480362537764,72.22
IPI00116221,5,7,14,50,27,10,9,4,3,38759.68992248062,54263.56589147287,108527.13178294574,387596.8992248062,209302.32558139536,77519.37984496124,69767.44186046511,31007.751937984496,23255.81395348837,106.27
IPI00338785,1,67,132,50,1,77,29,3,7,2724.7956403269754,182561.30790190736,359673.02452316077,136239.7820163488,2724.7956403269754,209809.26430517712,79019.0735694823,8174.386920980925,19073.56948228883,110.62
IPI00400016,3,95,163,26,3,93,33,4,7,7025.76112412178,222482.4355971897,381733.02107728337,60889.929742388755,7025.76112412178,217798.59484777518,77283.37236533959,9367.681498829039,16393.44262295082,119.77
IPI00469218,3,7,15,20,12,29,9,14,14,24390.243902439026,56910.56910569105,121951.21951219512,162601.62601626015,97560.9756097561,235772.35772357724,73170.73170731707,113821.1382113821,113821.1382113821,55.48
IPI00134549,3,5,5,15,6,12,6,9,8,43478.260869565216,72463.76811594203,72463.76811594203,217391.30434782608,86956.52173913043,173913.04347826086,86956.52173913043,130434.78260869565,115942.02898550725,49.67
IPI00310109,4,2,4,4,4,6,2,3,4,121212.12121212122,60606.06060606061,121212.12121212122,121212.12121212122,121212.12121212122,181818.18181818182,60606.06060606061,90909.09090909091,121212.12121212122,33.4
IPI00131535,34,1,1,7,6,14,4,9,48,274193.54838709673,8064.516129032258,8064.516129032258,56451.6129032258,48387.096774193546,112903.2258064516,32258.06451612903,72580.64516129033,387096.77419354836,118.47
IPI00331436,34,49,43,89,73,45,49,36,50,72649.57264957266,104700.8547008547,91880.34188034189,190170.94017094016,155982.90598290597,96153.84615384616,104700.8547008547,76923.07692307692,106837.60683760683,34.28
IPI00929786,16,2,2,1,22,11,139,40,45,57553.95683453238,7194.244604316547,7194.244604316547,3597.1223021582737,79136.69064748201,39568.34532374101,500000.0,143884.89208633092,161870.5035971223,141.25
IPI00453819,62,50,60,56,103,86,167,112,92,78680.20304568528,63451.776649746185,76142.13197969543,71065.98984771574,130710.65989847716,109137.05583756344,211928.93401015227,142131.97969543148,116751.269035533,42.33
IPI00123138,7,37,34,17,5,3,2,4,6,60869.565217391304,321739.1304347826,295652.1739130435,147826.08695652176,43478.260869565216,26086.95652173913,17391.304347826088,34782.608695652176,52173.91304347826,106.57
